headline,url,publisher,date,stock
Downgrade Concerns Margin Pressure Revenue Growth Cloud Strong Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/80,news@reuters.com,2023-01-14 00:55:00 UTC-4,MSFT
Revenue Growth Cloud Strong Downgrade Concerns Margin Pressure Dividend Increased Yield Income Merger Talks Speculation Volatile — Update,https://example.com/article/81,alerts@thefly.com,2023-01-14 03:21:00 UTC-4,AAPL
Dividend Increased Yield Income Fda Approval Pipeline Stock Jumps Downgrade Concerns Margin Pressure — Update,https://example.com/article/82,alerts@thefly.com,2023-01-14 06:20:00 UTC-4,AAPL
Merger Talks Speculation Volatile Earnings Beat Estimates Shares Rise Revenue Growth Cloud Strong Sec Filing Insider Buying — Update,https://example.com/article/83,Reuters,2023-01-14 03:48:00 UTC-4,GOOGL
Fda Approval Pipeline Stock Jumps Downgrade Concerns Margin Pressure Earnings Beat Estimates Shares Rise Merger Talks Speculation Volatile — Update,https://example.com/article/84,tips@benzinga.com,2023-01-14 06:14:00 UTC-4,AAPL
Fda Approval Pipeline Stock Jumps Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure — Update,https://example.com/article/85,news@reuters.com,2023-01-14 10:49:00 UTC-4,GOOGL
Sec Filing Insider Buying Earnings Beat Estimates Shares Rise Revenue Growth Cloud Strong Fda Approval Pipeline Stock Jumps Merger Talks Speculation Volatile — Update,https://example.com/article/86,Reuters,2023-01-14 00:03:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Sec Filing Insider Buying Downgrade Concerns Margin Pressure Earnings Beat Estimates Shares Rise — Update,https://example.com/article/87,news@reuters.com,2023-01-14 04:40:00 UTC-4,AAPL
Merger Talks Speculation Volatile Dividend Increased Yield Income Downgrade Concerns Margin Pressure — Update,https://example.com/article/88,Reuters,2023-01-15 00:46:00 UTC-4,MSFT
Fda Approval Pipeline Stock Jumps Merger Talks Speculation Volatile Price Target Raised Analyst Bullish Sec Filing Insider Buying Earnings Beat Estimates Shares Rise — Update,https://example.com/article/89,tips@benzinga.com,2023-01-14 21:40:00 UTC-4,MSFT
Sec Filing Insider Buying Earnings Beat Estimates Shares Rise Downgrade Concerns Margin Pressure Merger Talks Speculation Volatile Revenue Growth Cloud Strong — Update,https://example.com/article/90,Bloomberg,2023-01-15 03:12:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Dividend Increased Yield Income Revenue Growth Cloud Strong Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/91,editor@marketwatch.com,2023-01-15 06:02:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Sec Filing Insider Buying Downgrade Concerns Margin Pressure — Update,https://example.com/article/92,tips@benzinga.com,2023-01-14 21:37:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Dividend Increased Yield Income Sec Filing Insider Buying — Update,https://example.com/article/93,news@reuters.com,2023-01-15 02:00:00 UTC-4,GOOGL
Merger Talks Speculation Volatile Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps Earnings Beat Estimates Shares Rise Dividend Increased Yield Income — Update,https://example.com/article/94,Reuters,2023-01-15 04:24:00 UTC-4,MSFT
Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps Merger Talks Speculation Volatile Dividend Increased Yield Income — Update,https://example.com/article/95,editor@marketwatch.com,2023-01-15 10:19:00 UTC-4,GOOGL
Revenue Growth Cloud Strong Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure Sec Filing Insider Buying — Update,https://example.com/article/96,Bloomberg,2023-01-16 04:07:00 UTC-4,AAPL
Earnings Beat Estimates Shares Rise Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/97,Bloomberg,2023-01-16 01:59:00 UTC-4,AAPL
Merger Talks Speculation Volatile Earnings Beat Estimates Shares Rise Fda Approval Pipeline Stock Jumps Price Target Raised Analyst Bullish Dividend Increased Yield Income — Update,https://example.com/article/98,Bloomberg,2023-01-15 21:36:00 UTC-4,AAPL
Downgrade Concerns Margin Pressure Dividend Increased Yield Income Merger Talks Speculation Volatile Sec Filing Insider Buying Revenue Growth Cloud Strong — Update,https://example.com/article/99,alerts@thefly.com,2023-01-16 05:31:00 UTC-4,AAPL
Earnings Beat Estimates Shares Rise Sec Filing Insider Buying Fda Approval Pipeline Stock Jumps Downgrade Concerns Margin Pressure — Update,https://example.com/article/100,Bloomberg,2023-01-16 05:17:00 UTC-4,MSFT
Revenue Growth Cloud Strong Earnings Beat Estimates Shares Rise Dividend Increased Yield Income Merger Talks Speculation Volatile Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/101,alerts@thefly.com,2023-01-16 02:38:00 UTC-4,GOOGL
Earnings Beat Estimates Shares Rise Revenue Growth Cloud Strong Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/102,editor@marketwatch.com,2023-01-16 05:38:00 UTC-4,GOOGL
Dividend Increased Yield Income Downgrade Concerns Margin Pressure Merger Talks Speculation Volatile Sec Filing Insider Buying Price Target Raised Analyst Bullish — Update,https://example.com/article/103,Bloomberg,2023-01-16 02:52:00 UTC-4,GOOGL
Downgrade Concerns Margin Pressure Sec Filing Insider Buying Dividend Increased Yield Income — Update,https://example.com/article/104,Reuters,2023-01-17 03:32:00 UTC-4,AAPL
Earnings Beat Estimates Shares Rise Sec Filing Insider Buying Dividend Increased Yield Income Merger Talks Speculation Volatile — Update,https://example.com/article/105,news@reuters.com,2023-01-17 01:57:00 UTC-4,AAPL
Earnings Beat Estimates Shares Rise Fda Approval Pipeline Stock Jumps Revenue Growth Cloud Strong Merger Talks Speculation Volatile — Update,https://example.com/article/106,Reuters,2023-01-17 10:44:00 UTC-4,AAPL
Fda Approval Pipeline Stock Jumps Earnings Beat Estimates Shares Rise Merger Talks Speculation Volatile Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure — Update,https://example.com/article/107,news@reuters.com,2023-01-17 10:26:00 UTC-4,AAPL
Downgrade Concerns Margin Pressure Merger Talks Speculation Volatile Fda Approval Pipeline Stock Jumps Sec Filing Insider Buying — Update,https://example.com/article/108,tips@benzinga.com,2023-01-17 05:15:00 UTC-4,MSFT
Downgrade Concerns Margin Pressure Price Target Raised Analyst Bullish Revenue Growth Cloud Strong — Update,https://example.com/article/109,editor@marketwatch.com,2023-01-17 04:26:00 UTC-4,GOOGL
Dividend Increased Yield Income Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps Merger Talks Speculation Volatile — Update,https://example.com/article/110,editor@marketwatch.com,2023-01-16 22:40:00 UTC-4,GOOGL
Downgrade Concerns Margin Pressure Price Target Raised Analyst Bullish Revenue Growth Cloud Strong — Update,https://example.com/article/111,news@reuters.com,2023-01-17 01:32:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps Merger Talks Speculation Volatile — Update,https://example.com/article/112,editor@marketwatch.com,2023-01-18 04:03:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Earnings Beat Estimates Shares Rise Revenue Growth Cloud Strong Downgrade Concerns Margin Pressure — Update,https://example.com/article/113,tips@benzinga.com,2023-01-17 21:21:00 UTC-4,AAPL
Dividend Increased Yield Income Downgrade Concerns Margin Pressure Revenue Growth Cloud Strong Sec Filing Insider Buying Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/114,Bloomberg,2023-01-18 02:53:00 UTC-4,MSFT
Dividend Increased Yield Income Sec Filing Insider Buying Downgrade Concerns Margin Pressure — Update,https://example.com/article/115,Bloomberg,2023-01-18 00:53:00 UTC-4,MSFT
Revenue Growth Cloud Strong Dividend Increased Yield Income Earnings Beat Estimates Shares Rise Sec Filing Insider Buying Price Target Raised Analyst Bullish — Update,https://example.com/article/116,tips@benzinga.com,2023-01-18 04:01:00 UTC-4,MSFT
Downgrade Concerns Margin Pressure Revenue Growth Cloud Strong Sec Filing Insider Buying Dividend Increased Yield Income — Update,https://example.com/article/117,Reuters,2023-01-18 03:15:00 UTC-4,AAPL
Price Target Raised Analyst Bullish Sec Filing Insider Buying Revenue Growth Cloud Strong Merger Talks Speculation Volatile Downgrade Concerns Margin Pressure — Update,https://example.com/article/118,Reuters,2023-01-18 05:15:00 UTC-4,MSFT
Merger Talks Speculation Volatile Fda Approval Pipeline Stock Jumps Dividend Increased Yield Income Earnings Beat Estimates Shares Rise Revenue Growth Cloud Strong — Update,https://example.com/article/119,Bloomberg,2023-01-18 04:19:00 UTC-4,MSFT
Dividend Increased Yield Income Earnings Beat Estimates Shares Rise Fda Approval Pipeline Stock Jumps Downgrade Concerns Margin Pressure — Update,https://example.com/article/120,tips@benzinga.com,2023-01-18 21:03:00 UTC-4,AAPL
Revenue Growth Cloud Strong Price Target Raised Analyst Bullish Merger Talks Speculation Volatile Earnings Beat Estimates Shares Rise — Update,https://example.com/article/121,news@reuters.com,2023-01-18 21:51:00 UTC-4,AAPL
Price Target Raised Analyst Bullish Earnings Beat Estimates Shares Rise Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/122,editor@marketwatch.com,2023-01-19 00:29:00 UTC-4,GOOGL
Price Target Raised Analyst Bullish Revenue Growth Cloud Strong Downgrade Concerns Margin Pressure — Update,https://example.com/article/123,news@reuters.com,2023-01-19 10:09:00 UTC-4,MSFT
Price Target Raised Analyst Bullish Merger Talks Speculation Volatile Revenue Growth Cloud Strong Downgrade Concerns Margin Pressure — Update,https://example.com/article/124,Reuters,2023-01-19 02:33:00 UTC-4,MSFT
Fda Approval Pipeline Stock Jumps Price Target Raised Analyst Bullish Merger Talks Speculation Volatile Revenue Growth Cloud Strong — Update,https://example.com/article/125,Reuters,2023-01-19 02:51:00 UTC-4,GOOGL
Merger Talks Speculation Volatile Revenue Growth Cloud Strong Earnings Beat Estimates Shares Rise — Update,https://example.com/article/126,Reuters,2023-01-19 02:51:00 UTC-4,MSFT
Revenue Growth Cloud Strong Earnings Beat Estimates Shares Rise Merger Talks Speculation Volatile Dividend Increased Yield Income Price Target Raised Analyst Bullish — Update,https://example.com/article/127,news@reuters.com,2023-01-19 11:05:00 UTC-4,AAPL
Price Target Raised Analyst Bullish Downgrade Concerns Margin Pressure Fda Approval Pipeline Stock Jumps Sec Filing Insider Buying Earnings Beat Estimates Shares Rise — Update,https://example.com/article/128,alerts@thefly.com,2023-01-20 03:13:00 UTC-4,AAPL
Revenue Growth Cloud Strong Price Target Raised Analyst Bullish Sec Filing Insider Buying — Update,https://example.com/article/129,Bloomberg,2023-01-20 06:59:00 UTC-4,GOOGL
Dividend Increased Yield Income Sec Filing Insider Buying Fda Approval Pipeline Stock Jumps — Update,https://example.com/article/130,Bloomberg,2023-01-20 04:54:00 UTC-4,GOOGL
